"title","fund1","fund2","fund3","fund4","fund5","date"
"suwonin의 업다운폴리오 - 3","키움 글로벌5G차세대네트워크증권자투자신탁(H)[주식]S","IBK 베트남플러스아시아증권투자신탁 [주식] S","삼성 일본중소형FOCUS증권자투자신탁UH [주식] S",NA,NA,"2018.10.20"
"포린의 카트폴리오 - 5","피델리티 글로벌배당인컴증권자투자신탁 (주식-재간접형) S-PRS","멀티에셋 차세대Fun인덱스증권자투자신탁 [주식] S-P","KB 연금미국S&P500인덱스증권자투자신탁 (주식-파생형) S-P","미래에셋 글로벌다이나믹연금증권전환형자투자신탁1호 (채권) S-P","에셋플러스 글로벌리치투게더연금증권자투자신탁1호 (주식) S-P","2018.10.20"
"suwonin의 업다운폴리오 - 2","미래에셋 미국블루칩인덱스증권투자신탁1호 (주식) C-Pe","KB 러시아대표성장주증권자투자신탁(주식)S-P","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S-PRS",NA,NA,"2018.10.20"
"포린의 카트폴리오 - 4","피델리티 글로벌배당인컴증권자투자신탁 (주식-재간접형) S-PRS","멀티에셋 차세대Fun인덱스증권자투자신탁 [주식] S-P","KB 연금미국S&P500인덱스증권자투자신탁 (주식-파생형) S-P","미래에셋 글로벌다이나믹연금증권전환형자투자신탁1호 (채권) S-P","하나UBS 글로벌인프라증권자투자신탁 [주식] S","2018.10.20"
"snowcat의 업다운폴리오 - 1","삼성 미국코어주식증권자투자신탁UH[주식]S-P","신한BNPP코리아가치성장증권자투자신탁[주식](종류S-P)","슈로더 선진국중소형주증권자투자신탁H (주식-재간접형) S-P",NA,NA,"2018.10.19"
"오명석의 삼성솔루션 - 3","삼성 인덱스플러스증권투자신탁 제1호[주식-파생형]S","삼성 글로벌선진국증권자투자신탁H [주식] S","삼성 코리아중기채권증권자투자신탁 제1호[채권]S","삼성 글로벌채권증권자투자신탁H[채권]S",NA,"2018.10.18"
"모닥불의 업다운폴리오 - 2","한국투자 골드플랜삼성그룹연금증권자투자신탁1호 (주식) S-P","AB 셀렉트미국증권투자신탁 (주식-재간접형) S-P","AB 미국그로스증권투자신탁 (주식-재간접형) S-P",NA,NA,"2018.10.17"
"모닥불의 업다운폴리오 - 1","한국투자 골드플랜삼성그룹연금증권자투자신탁1호 (주식) S-P","AB 셀렉트미국증권투자신탁 (주식-재간접형) S-P","AB 미국그로스증권투자신탁 (주식-재간접형) S-P",NA,NA,"2018.10.17"
"beautifulna의 업다운폴리오 - 1","AB 미국그로스증권투자신탁 (주식-재간접형) S-P","DB 글로벌핀테크증권자투자신탁(UH)[주식] 종류S-P","DB 글로벌핀테크증권자투자신탁(H)[주식] 종류S-P",NA,NA,"2018.10.15"
"JaMuHu의 업다운폴리오 - 1","미래에셋 인덱스로브라질증권자투자신탁 (주식) C-e","미래에셋G2이노베이터증권자투자신탁(주식)종류S","미래에셋 베트남증권투자회사1호 (주식혼합) S",NA,NA,"2018.10.14"
"착한준eu의 업다운폴리오 - 4","한화 개인MMF2호 (국공채) S","신한BNPP BEST개인용MMF제1호 S","한화 개인MMF1호 S",NA,NA,"2018.10.12"
"WILL의 업다운폴리오 - 2","미래에셋 브라질업종대표증권자투자신탁1호 (주식) S","미래에셋 코스닥150레버리지1.5증권투자신탁1호(주식-파생재간접형) S","미래에셋 러시아업종대표증권자투자신탁1호 (주식) S",NA,NA,"2018.10.10"
"최종?","교보악사 파워인덱스증권투자신탁1호 (주식-파생형) Ae","IBK 베트남플러스아시아증권투자신탁 [주식] S","미래에셋 미국블루칩인덱스증권투자신탁1호 (주식) S",NA,NA,"2018.10.07"
"adorable12의 업다운폴리오 - 5","한국투자 골드플랜삼성그룹연금증권자투자신탁1호 (주식) S-P","삼성 아세안플러스베트남증권자투자신탁H [주식-파생형]S-P","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S-PRS",NA,NA,"2018.10.07"
"wooso의 업다운폴리오 - 4","교보악사 파워인덱스증권투자신탁1호 (주식-파생형) Ae","한화 LifePlusTDF2035증권투자신탁(혼합-재간접형)S","미래에셋 베트남증권투자회사1호 (주식혼합) S",NA,NA,"2018.10.07"
"wooso의 업다운폴리오 - 3","교보악사 파워인덱스증권투자신탁1호 (주식-파생형) Ae","멀티에셋 글로벌4차산업전환사채증권자투자신탁UH[채권]S","미래에셋 베트남증권투자회사1호 (주식혼합) S",NA,NA,"2018.10.07"
"wooso의 업다운폴리오 - 2","피델리티 글로벌멀티에셋인컴증권자투자신탁 (채권혼합-재간접형) S","KTB 스마트시스템트레이딩증권투자신탁제1호 [채권혼합-파생형] S","하나UBS 유로하이일드증권자투자신탁 [채권-재간접형] S",NA,NA,"2018.10.07"
"wooso의 업다운폴리오 - 1","피델리티 글로벌멀티에셋인컴증권자투자신탁 (채권혼합-재간접형) S-PRS","한국투자 TDF알아서증권투자신탁(채권혼합-재간접형)(S-P)","한국투자 TDF알아서2020증권투자신탁(주식혼합-재간접형)(S-P)",NA,NA,"2018.10.07"
"거노88의 업다운폴리오 - 1","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S-PRS","이스트스프링 미국뱅크론특별자산자투자신탁(UH) [대출채권] S-P",NA,NA,NA,"2018.10.06"
"장승업의 카트폴리오 - 2","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S","ABL 인컴앤그로스증권자투자신탁 [주식혼합_재간접형](H) S","AB 셀렉트미국증권투자신탁 (주식-재간접형) S","피델리티 글로벌멀티에셋인컴증권자투자신탁 (채권혼합-재간접형) S","삼성 미국코어밸런스증권자투자신탁H [주식혼합] S","2018.10.04"
"dalcom의 업다운폴리오 - 1","AB 미국그로스증권투자신탁 (주식-재간접형) S","미래에셋 베트남증권투자회사1호 (주식혼합) S","삼성 일본중소형FOCUS증권자투자신탁UH [주식] S",NA,NA,"2018.10.03"
"데굴데굴77의 업다운폴리오 - 연금","삼성 한국형 TDF 2045 증권투자신탁H[주식혼합-재간접형]S","미래에셋 전략배분TDF2040년혼합자산자투자신탁 S","한화 LifePlusTDF2035증권투자신탁(혼합-재간접형)S",NA,NA,"2018.10.01"
"라젠카의 카트폴리오 - 7","AB 미국그로스증권투자신탁 (주식-재간접형) S-P","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S-PRS","미래에셋G2이노베이터증권자투자신탁(주식)종류C-Pe","한국투자 연금베트남증권자투자신탁 (주식혼합) S-P","유진 챔피언단기채증권자투자신탁(채권)ClassS-P","2018.10.01"
"라젠카의 카트폴리오 - 6","에셋플러스 글로벌리치투게더연금증권자투자신탁1호 (주식) S-P","AB 미국그로스증권투자신탁 (주식-재간접형) S-P","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S-PRS","미래에셋G2이노베이터증권자투자신탁(주식)종류C-Pe","한국투자 연금베트남증권자투자신탁 (주식혼합) S-P","2018.10.01"
"라젠카의 카트폴리오 - 4","에셋플러스 글로벌리치투게더연금증권자투자신탁1호 (주식) S-P","AB 미국그로스증권투자신탁 (주식-재간접형) S-P","유진 챔피언단기채증권자투자신탁(채권)ClassS-P","피델리티 월드Big4증권자투자신탁 (주식-재간접형) S-PRS","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S-PRS","2018.10.01"
"착한준eu의 업다운폴리오 - 3","한화 이머징국공채증권투자신탁 (채권-재간접형) S-P","흥국 멀티플레이30공모주증권자투자신탁 [채권혼합] S-P","한국투자 TDF알아서2045증권투자신탁(주식혼합-재간접형)S-P",NA,NA,"2018.10.01"
"아드테의 업다운폴리오 - 1","AB 미국그로스증권투자신탁 (주식-재간접형) S","한국투자 베트남증권자투자신탁1호 (주식혼합) S","DB 글로벌핀테크증권자투자신탁(UH)[주식] 종류S",NA,NA,"2018.10.01"
"차슬기의 삼성솔루션 - 1","삼성 인덱스플러스증권투자신탁 제1호[주식-파생형]S","삼성 글로벌선진국증권자투자신탁H [주식] S","삼성 코리아중기채권증권자투자신탁 제1호[채권]S","삼성 글로벌채권증권자투자신탁H[채권]S",NA,"2018.09.30"
"SP_0001332의 업다운폴리오 - 2","NH-Amundi 개인신종MMF1호 Ce","BNK 튼튼개인MMF1호 S",NA,NA,NA,"2018.09.30"
"itisid의 카트폴리오 - 불리오10","삼성 ABFKorea인덱스증권투자신탁[채권](S-P)","흥국 멀티플레이증권자투자신탁4호 [채권] S-P","한화 라살글로벌리츠부동산자투자신탁 (리츠-재간접형) S-P","블랙록 미국달러하이일드증권투자신탁 (채권-재간접형)(H) S-p","KB 연금미국S&P500인덱스증권자투자신탁 (주식-파생형) S-P","2018.09.29"
"SP_0000360의 업다운폴리오 - 2","미래에셋 미국블루칩인덱스증권투자신탁1호 (주식) S","한국투자 베트남증권자투자신탁1호 (주식혼합) S","삼성 일본중소형FOCUS증권자투자신탁UH [주식] S",NA,NA,"2018.09.29"
"SP_0000360의 업다운폴리오 - 1","베어링 독일증권자투자신탁[H] (주식-재간접형) S-P","한화 LifePlusTDF2045증권투자신탁(혼합-재간접형)S-P","삼성 코스닥150인덱스증권투자신탁[주식-파생형]S-P",NA,NA,"2018.09.29"
"SP_0001332의 업다운폴리오 - 1","한화 개인MMF2호 (국공채) S","한국투자 신종개인용MMF1호(국공채) S","BNK 튼튼개인MMF1호 S",NA,NA,"2018.09.28"
"wlghks6122의 카트폴리오 - 4","ABL 인컴앤그로스증권자투자신탁 [주식혼합_재간접형](H) S","피델리티 글로벌멀티에셋인컴증권자투자신탁 (채권혼합-재간접형) S",NA,NA,NA,"2018.09.27"
"야뉴스의 카트폴리오 - 12","마이다스 책임투자증권투자신탁 (주식) S","교보악사 위대한중소형밸류증권자투자신탁1호 (주식) Ae","KB 액티브배당증권자투자신탁 (주식) S","베어링 고배당증권투자회사 (주식) S","신영 고배당증권자투자신탁 (주식) S","2018.09.27"
"야뉴스의 카트폴리오 - 11","마이다스 책임투자증권투자신탁 (주식) S","신영 마라톤증권자투자신탁F1호 [주식] S","교보악사 위대한중소형밸류증권자투자신탁1호 (주식) Ae","동양 모아드림삼성그룹증권자투자신탁1호 (주식) S","KB 액티브배당증권자투자신탁 (주식) S","2018.09.27"
"Coolvi의 업다운폴리오 - 2","삼성 미국코어밸런스증권자투자신탁H [주식혼합] S","키움 글로벌모기지인컴부동산투자신탁제1호[재간접형]S","한화 아시아리츠부동산자투자신탁 (리츠-재간접형) S",NA,NA,"2018.09.27"
"SP_0000737의 업다운폴리오 - 1","미래에셋 미국블루칩인덱스증권투자신탁1호 (주식) C-Pe","DB 글로벌핀테크증권자투자신탁(UH)[주식] 종류S-P","DB 글로벌핀테크증권자투자신탁(H)[주식] 종류S-P",NA,NA,"2018.09.26"
"혜주의 업다운폴리오 - 2","삼성 아세안플러스베트남증권자투자신탁H [주식-파생형]S-P","AB 미국그로스증권투자신탁 (주식-재간접형) S-P","DB 글로벌핀테크증권자투자신탁(UH)[주식] 종류S-P",NA,NA,"2018.09.26"
"소탐중박의 카트폴리오 - 1","삼성 일본인덱스증권자투자신탁UH [주식] S-P","삼성 픽테4차산업글로벌디지털증권자투자신탁UH[주식-재간접형]S-P","삼성 로스차일드4차산업빅데이터증권자투자신탁UH[주식-재간접형] S-P","삼성 미국인덱스증권자투자신탁UH [주식]S-P","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S-PRS","2018.09.24"
"이광재의 업다운폴리오 - 1","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S-PRS","이스트스프링 미국뱅크론특별자산자투자신탁(UH) [대출채권] S-P",NA,NA,NA,"2018.09.24"
"목련그늘의 업다운폴리오 - 1","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S","이스트스프링 미국뱅크론특별자산자투자신탁(UH) [대출채권] S","미래에셋 베트남증권투자회사1호 (주식혼합) S",NA,NA,"2018.09.24"
"레뮤의 업다운폴리오 - 2","에셋원 비트(BiT)플러스공모주증권투자신탁[채권혼합] A-E","피델리티 아시아증권자투자신탁 (주식) S","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S",NA,NA,"2018.09.23"
"다녕의 카트폴리오 - 2","피델리티 글로벌멀티에셋인컴증권자투자신탁 (채권혼합-재간접형) S-PRS","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S-PRS","블랙록 월드헬스사이언스증권투자신탁 (주식-재간접형) S-P","피델리티 글로벌배당인컴증권자투자신탁 (주식-재간접형) S-PRS",NA,"2018.09.21"
"다녕의 업다운폴리오 - 1","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S-PRS","이스트스프링 미국뱅크론특별자산자투자신탁(UH) [대출채권] S-P","마이다스 책임투자증권투자신탁 (주식) S-P",NA,NA,"2018.09.21"
"sonkari1의 업다운폴리오 - 1","교보악사 파워인덱스증권투자신탁1호 (주식-파생형) S-P","삼성 아세안플러스베트남증권자투자신탁H [주식-파생형]S-P","KB스타 미국나스닥100인덱스증권자투자신탁(주식-파생형)S-P",NA,NA,"2018.09.21"
"금숙의 카트폴리오 - 1","AB 미국그로스증권투자신탁 (주식-재간접형) S","미래에셋 미국블루칩인덱스증권투자신탁1호 (주식) S","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S","에셋원 비트(BiT)플러스공모주증권투자신탁[채권혼합] A-E","에셋플러스 글로벌리치투게더증권자투자신탁1 (주식) S","2018.09.21"
"더할나위없다의 업다운폴리오 - 4","삼성 일본중소형FOCUS증권자투자신탁UH [주식] S","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S","미래에셋G2이노베이터증권자투자신탁(주식)종류S",NA,NA,"2018.09.21"
"더할나위없다의 업다운폴리오 - 3","AB 미국그로스증권투자신탁 (주식-재간접형) S","미래에셋 베트남증권투자회사1호 (주식혼합) S","삼성 일본중소형FOCUS증권자투자신탁UH [주식] S",NA,NA,"2018.09.20"
"더할나위없다의 업다운폴리오 - 2","AB 미국그로스증권투자신탁 (주식-재간접형) S","미래에셋 인도중소형포커스증권자투자신탁1호 (주식) S","미래에셋 베트남증권투자회사1호 (주식혼합) S",NA,NA,"2018.09.20"
"더할나위없다의 업다운폴리오 - 1","AB 미국그로스증권투자신탁 (주식-재간접형) S","미래에셋 베트남증권투자회사1호 (주식혼합) S","한국투자 베트남증권자투자신탁1호 (주식혼합) S",NA,NA,"2018.09.20"
"뿡뿡이맘의 업다운폴리오 - 1","에셋플러스 글로벌리치투게더연금증권자투자신탁1호 (주식) S-P","KB스타 미국나스닥100인덱스증권자투자신탁(주식-파생형)S-P","삼성 코스닥150인덱스증권투자신탁[주식-파생형]S-P",NA,NA,"2018.09.20"
"초코딸기의 업다운폴리오 - 2","신한BNPP 엄마사랑어린이적립식증권자투자신탁제1호 [주식] S","한화 LifePlusTDF2035증권투자신탁(혼합-재간접형)S","미래에셋 베트남증권투자회사1호 (주식혼합) S",NA,NA,"2018.09.20"
"bogi의 업다운폴리오 - 1","AB 미국그로스증권투자신탁 (주식-재간접형) S","한국투자 베트남증권자투자신탁1호 (주식혼합) S","삼성 일본중소형FOCUS증권자투자신탁UH [주식] S",NA,NA,"2018.09.20"
"불리온 연금펀드","삼성 ABFKorea인덱스증권투자신탁[채권](S-P)","흥국 멀티플레이증권자투자신탁4호 [채권] S-P","한화 라살글로벌리츠부동산자투자신탁 (리츠-재간접형) S-P","블랙록 미국달러하이일드증권투자신탁 (채권-재간접형)(H) S-p","KB 연금미국S&P500인덱스증권자투자신탁 (주식-파생형) S-P","2018.09.20"
"한지혜의 삼성솔루션 - 2","삼성 인덱스플러스증권투자신탁 제1호[주식-파생형]S","삼성 글로벌선진국증권자투자신탁H [주식] S","삼성 코리아중기채권증권자투자신탁 제1호[채권]S","삼성 글로벌채권증권자투자신탁H[채권]S",NA,"2018.09.19"
"의 삼성솔루션 - 1","삼성 인덱스플러스증권투자신탁 제1호[주식-파생형]S","삼성 글로벌선진국증권자투자신탁H [주식] S","삼성 코리아중기채권증권자투자신탁 제1호[채권]S","삼성 글로벌채권증권자투자신탁H[채권]S",NA,"2018.09.19"
"유현환의 삼성솔루션 - 2","삼성 인덱스플러스증권투자신탁 제1호[주식-파생형]S","삼성 글로벌선진국증권자투자신탁H [주식] S","삼성 코리아중기채권증권자투자신탁 제1호[채권]S","삼성 글로벌채권증권자투자신탁H[채권]S",NA,"2018.09.19"
"김진영의 삼성솔루션 - 1","삼성 인덱스플러스증권투자신탁 제1호[주식-파생형]S","삼성 글로벌선진국증권자투자신탁H [주식] S","삼성 코리아중기채권증권자투자신탁 제1호[채권]S","삼성 글로벌채권증권자투자신탁H[채권]S",NA,"2018.09.18"
"ESPL티모의 업다운폴리오 - 1","피델리티 글로벌테크놀로지증권자투자신탁 (주식-재간접형) S-PRS","이스트스프링 미국뱅크론특별자산자투자신탁(UH) [대출채권] S-P","DB 글로벌핀테크증권자투자신탁(UH)[주식] 종류S-P",NA,NA,"2018.09.17"
